,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,response,response_binary
44464,22,student,single,secondary,no,216,no,no,6,aug,2.97,1,179,2,success,yes,1
44465,37,management,married,secondary,no,565,no,no,6,aug,2.9,1,93,3,failure,yes,1
44466,82,retired,divorced,primary,no,0,no,no,6,aug,6.35,3,295,1,failure,no,0
44467,42,admin.,married,tertiary,no,1536,no,no,6,aug,2.33,1,182,4,failure,no,0
44469,35,admin.,single,secondary,no,-32,no,yes,6,aug,6.1,2,178,9,success,yes,1
44470,28,blue-collar,single,secondary,no,1348,yes,no,6,aug,3.68,2,-1,0,unknown,yes,1
44473,62,management,married,tertiary,no,1859,no,no,6,aug,4.08,3,-1,0,unknown,yes,1
44474,47,management,married,tertiary,no,2306,no,no,6,aug,3.98,4,-1,0,unknown,yes,1
44475,37,technician,married,tertiary,no,4596,yes,no,6,aug,5.38,1,91,6,failure,no,0
44476,35,blue-collar,married,secondary,no,884,yes,no,9,aug,0.1,1,-1,0,unknown,no,0
44477,25,student,single,secondary,no,1028,no,no,9,aug,2.47,2,-1,0,unknown,no,0
44478,37,blue-collar,married,secondary,no,80,yes,yes,9,aug,0.1,1,461,5,failure,no,0
44479,71,retired,married,secondary,no,2064,no,no,9,aug,6.17,2,291,1,failure,no,0
44480,79,retired,divorced,secondary,no,631,no,no,9,aug,7.33,5,182,3,failure,no,0
44481,52,technician,married,tertiary,no,0,no,no,9,aug,2.42,3,94,4,success,no,0
44482,60,housemaid,married,primary,no,182,no,no,9,aug,3.03,2,95,11,failure,no,0
44483,75,retired,married,primary,no,3504,no,no,9,aug,3.25,1,-1,0,unknown,no,0
44484,28,management,single,tertiary,no,6791,no,no,9,aug,6.02,1,46,35,failure,no,0
44487,60,technician,married,secondary,no,824,yes,no,9,aug,4.42,1,181,8,success,yes,1
44488,32,services,married,secondary,no,859,yes,no,9,aug,0.65,1,-1,0,unknown,no,0
44490,26,admin.,married,secondary,no,284,no,no,10,aug,0.18,1,-1,0,unknown,no,0
44492,25,student,single,secondary,no,348,no,no,10,aug,4.08,1,-1,0,unknown,yes,1
44494,40,blue-collar,married,secondary,no,1515,yes,no,10,aug,8.38,1,-1,0,unknown,yes,1
44495,44,entrepreneur,married,tertiary,no,121,no,no,10,aug,6.87,1,-1,0,unknown,yes,1
44496,33,management,married,tertiary,no,1514,no,no,10,aug,7.45,1,728,2,failure,yes,1
44497,53,unemployed,married,secondary,no,94,no,no,10,aug,8.22,1,181,14,success,yes,1
44498,32,technician,married,secondary,no,473,no,yes,10,aug,17.73,1,95,3,success,yes,1
44499,30,technician,single,tertiary,no,2325,no,no,10,aug,4.38,1,127,7,failure,yes,1
44501,56,technician,divorced,secondary,no,3450,no,no,10,aug,8.45,1,181,2,success,yes,1
44502,34,management,married,tertiary,no,573,no,no,10,aug,2.03,1,-1,0,unknown,no,0
44503,38,entrepreneur,single,secondary,no,2543,no,no,10,aug,3.72,1,414,4,failure,yes,1
44504,77,retired,married,primary,no,2223,no,no,10,aug,6.08,2,187,1,success,no,0
44506,34,technician,single,secondary,no,2085,no,no,10,aug,5.93,3,182,2,success,yes,1
44507,46,self-employed,divorced,secondary,no,0,no,no,10,aug,0.1,1,-1,0,unknown,no,0
44508,29,admin.,single,secondary,no,464,no,no,10,aug,5.28,2,518,1,failure,yes,1
44509,29,blue-collar,single,tertiary,no,98,no,no,10,aug,2.83,2,-1,0,unknown,no,0
44510,61,retired,married,secondary,no,1853,no,no,10,aug,8.67,1,181,2,success,yes,1
44511,62,blue-collar,married,secondary,no,272,no,no,11,aug,2.43,1,286,2,failure,yes,1
44512,55,technician,married,secondary,no,10185,no,no,11,aug,4.13,1,180,4,success,no,0
44513,24,student,single,secondary,no,1925,no,no,11,aug,22.72,1,-1,0,unknown,yes,1
44514,28,services,single,secondary,no,899,no,no,11,aug,1.02,1,-1,0,unknown,no,0
44515,65,entrepreneur,married,tertiary,no,2331,no,no,11,aug,7.08,1,183,2,success,yes,1
44517,60,technician,married,secondary,no,116,no,no,11,aug,5.48,2,181,8,success,yes,1
44518,30,student,single,secondary,no,1779,no,no,11,aug,3.88,1,433,1,success,yes,1
44519,51,management,married,tertiary,no,346,no,no,11,aug,3.95,1,180,6,success,yes,1
44520,36,self-employed,single,tertiary,no,353,no,no,11,aug,6.02,2,181,2,success,yes,1
44522,58,management,married,secondary,no,2155,no,yes,11,aug,4.13,2,182,7,success,yes,1
44523,30,admin.,married,secondary,no,590,no,no,11,aug,7.38,3,-1,0,unknown,no,0
44524,35,admin.,married,secondary,no,2374,yes,no,11,aug,12.75,2,183,5,success,yes,1
44525,35,technician,single,secondary,no,920,yes,no,11,aug,2.65,2,286,6,failure,no,0
44526,35,technician,married,tertiary,no,7050,no,no,11,aug,3.7,3,182,4,success,yes,1
44527,43,blue-collar,married,secondary,no,413,yes,no,12,aug,3.92,2,182,4,success,yes,1
44528,34,technician,single,secondary,no,1313,no,no,12,aug,2.93,1,21,6,failure,no,0
44529,77,retired,married,primary,no,2590,no,no,12,aug,5.75,1,178,20,failure,yes,1
44530,34,blue-collar,married,secondary,no,320,yes,no,12,aug,5.87,1,828,2,failure,yes,1
44531,35,blue-collar,married,secondary,no,1454,yes,no,12,aug,5.38,1,182,4,success,yes,1
44532,39,blue-collar,married,secondary,no,1382,yes,no,12,aug,5.95,1,182,2,success,yes,1
44534,75,retired,married,secondary,no,291,no,no,12,aug,5.83,1,182,2,success,yes,1
44535,29,management,single,tertiary,no,266,no,no,12,aug,2.93,1,185,1,failure,no,0
44536,35,self-employed,married,tertiary,no,2427,no,no,12,aug,2.92,3,31,10,success,yes,1
44537,41,admin.,married,secondary,no,2498,no,no,12,aug,6.85,1,-1,0,unknown,yes,1
44539,51,blue-collar,married,secondary,no,2007,yes,no,12,aug,20.43,3,-1,0,unknown,yes,1
44540,48,unemployed,married,secondary,no,926,no,no,12,aug,8.4,2,178,10,success,yes,1
44541,28,management,single,tertiary,no,-62,no,no,12,aug,0.28,1,-1,0,unknown,no,0
44542,26,unemployed,single,secondary,no,632,no,no,12,aug,5.2,3,181,1,success,yes,1
44543,27,self-employed,single,tertiary,no,4574,no,no,12,aug,3.12,2,-1,0,unknown,no,0
44544,55,other,married,secondary,no,2206,no,no,12,aug,4.42,1,91,5,success,yes,1
44546,44,technician,divorced,secondary,no,314,yes,no,12,aug,0.3,1,651,1,success,no,0
44547,44,management,married,tertiary,no,1791,no,no,12,aug,3.35,1,182,2,success,yes,1
44548,31,management,married,tertiary,no,6980,no,no,12,aug,2.62,2,-1,0,unknown,no,0
44549,49,services,married,primary,no,1830,yes,no,13,aug,4.35,1,179,1,success,yes,1
44550,29,self-employed,single,tertiary,no,814,no,no,13,aug,7.68,1,-1,0,unknown,yes,1
44551,67,housemaid,divorced,secondary,no,5275,no,no,13,aug,3.7,4,-1,0,unknown,yes,1
44553,48,technician,single,secondary,no,434,no,no,13,aug,3.05,1,-1,0,unknown,no,0
44554,50,technician,divorced,secondary,no,0,yes,no,13,aug,2.0,2,91,6,failure,no,0
44555,58,admin.,married,secondary,no,169,no,no,13,aug,14.67,1,92,8,success,yes,1
44556,35,management,married,tertiary,no,2717,no,no,13,aug,6.57,6,-1,0,unknown,yes,1
44557,45,management,married,tertiary,no,226,yes,no,13,aug,2.95,6,179,10,success,yes,1
44558,30,technician,single,secondary,no,0,no,no,13,aug,2.88,4,562,1,failure,no,0
44559,30,services,single,secondary,no,63,no,no,13,aug,1.25,1,-1,0,unknown,no,0
44560,37,technician,married,tertiary,no,341,no,no,13,aug,4.78,3,182,3,success,yes,1
44562,28,admin.,single,secondary,no,1408,no,no,13,aug,2.77,1,78,2,failure,no,0
44563,24,student,single,secondary,no,1719,no,no,13,aug,2.68,4,-1,0,unknown,no,0
44564,34,management,single,secondary,no,524,no,no,13,aug,0.15,1,-1,0,unknown,no,0
44565,61,retired,married,secondary,no,523,no,no,13,aug,3.52,3,183,4,success,yes,1
44566,34,services,married,secondary,no,-52,no,no,13,aug,0.2,1,-1,0,unknown,no,0
44567,60,technician,divorced,secondary,no,367,no,no,16,aug,5.3,2,-1,0,unknown,yes,1
44568,39,admin.,married,secondary,no,47,yes,no,16,aug,2.38,2,371,6,failure,no,0
44571,29,technician,single,secondary,no,113,no,no,16,aug,2.65,2,185,6,success,no,0
44572,33,technician,married,secondary,no,484,yes,no,16,aug,3.42,3,182,9,success,yes,1
44575,27,blue-collar,single,secondary,no,535,no,no,16,aug,4.42,3,95,4,success,yes,1
44577,27,admin.,single,secondary,no,416,no,no,17,aug,0.13,1,-1,0,unknown,no,0
44578,36,entrepreneur,married,secondary,no,-280,no,no,17,aug,0.1,1,-1,0,unknown,no,0
44579,53,admin.,married,secondary,no,1252,no,no,17,aug,2.13,4,-1,0,unknown,no,0
44580,65,retired,married,primary,no,1760,no,no,18,aug,14.25,4,-1,0,unknown,yes,1
44581,37,management,single,tertiary,no,688,no,no,18,aug,1.58,3,174,5,failure,no,0
44582,61,retired,married,tertiary,no,5267,no,no,18,aug,3.53,7,188,3,success,no,0
44583,24,student,single,secondary,no,431,no,no,19,aug,6.97,11,185,5,success,yes,1
44585,61,blue-collar,married,secondary,no,681,yes,no,19,aug,2.88,6,492,2,failure,no,0
44586,30,technician,single,secondary,no,86,no,no,20,aug,0.75,1,-1,0,unknown,no,0
44587,30,admin.,single,secondary,no,28,no,no,20,aug,1.78,1,-1,0,unknown,no,0
44588,23,admin.,single,secondary,no,366,no,no,20,aug,0.37,1,-1,0,unknown,no,0
44589,21,student,single,secondary,no,681,no,no,20,aug,0.1,1,-1,0,unknown,no,0
44592,48,admin.,divorced,secondary,no,1033,no,yes,22,aug,0.18,1,-1,0,unknown,no,0
44595,21,student,single,primary,no,281,no,no,24,aug,0.18,1,-1,0,unknown,no,0
44597,29,student,single,secondary,no,1124,no,no,24,aug,0.43,1,-1,0,unknown,no,0
44598,29,admin.,married,secondary,no,1937,no,no,25,aug,0.1,1,-1,0,unknown,no,0
44600,38,blue-collar,single,primary,no,490,yes,yes,25,aug,0.28,1,-1,0,unknown,no,0
44602,45,services,single,secondary,no,955,no,no,27,aug,63.08,1,-1,0,unknown,no,0
44603,20,student,single,primary,no,825,no,no,28,aug,0.45,1,-1,0,unknown,no,0
44605,23,management,single,tertiary,no,377,no,no,28,aug,0.12,1,-1,0,unknown,no,0
44606,27,student,single,primary,yes,25,no,no,28,aug,0.13,1,-1,0,unknown,no,0
44607,34,entrepreneur,married,secondary,no,4659,yes,no,30,aug,0.47,1,-1,0,unknown,no,0
44608,57,retired,married,tertiary,no,1269,no,no,31,aug,18.67,1,-1,0,unknown,yes,1
44609,36,management,married,tertiary,no,5367,no,no,31,aug,5.4,1,455,2,failure,no,0
44610,63,admin.,married,secondary,no,0,yes,no,31,aug,4.22,5,-1,0,unknown,yes,1
44611,55,unemployed,married,primary,no,1212,no,no,31,aug,4.02,1,92,1,failure,no,0
44612,36,admin.,single,tertiary,no,364,no,yes,31,aug,3.08,1,123,1,failure,yes,1
44613,61,housemaid,married,primary,no,211,no,no,31,aug,7.38,2,186,3,failure,yes,1
44615,34,admin.,single,tertiary,no,625,no,yes,31,aug,0.57,1,-1,0,unknown,yes,1
44617,31,technician,single,secondary,no,18,no,no,31,aug,0.45,1,-1,0,unknown,no,0
44619,28,management,single,tertiary,no,1584,yes,no,1,sep,3.7,2,-1,0,unknown,yes,1
44621,36,management,single,tertiary,no,671,yes,no,1,sep,2.68,1,457,2,failure,no,0
44622,60,management,married,tertiary,no,315,no,no,1,sep,14.0,1,183,3,success,yes,1
44623,32,admin.,married,secondary,no,200,no,no,1,sep,12.15,1,29,3,failure,yes,1
44625,34,management,married,tertiary,no,1388,yes,no,1,sep,3.7,1,93,4,failure,no,0
44626,31,services,single,secondary,no,-205,no,no,1,sep,8.02,1,579,1,failure,yes,1
44627,33,admin.,married,secondary,no,394,yes,no,1,sep,1.73,3,-1,0,unknown,no,0
44628,38,management,single,tertiary,no,1704,no,no,1,sep,3.7,1,-1,0,unknown,no,0
44629,28,blue-collar,single,secondary,no,-46,yes,no,1,sep,3.32,1,92,14,success,yes,1
44630,55,admin.,married,secondary,no,8304,no,no,1,sep,3.22,1,92,1,success,yes,1
44631,65,retired,married,primary,no,308,no,no,1,sep,6.67,1,-1,0,unknown,yes,1
44632,22,student,single,secondary,no,552,no,no,1,sep,5.45,1,-1,0,unknown,yes,1
44633,65,retired,divorced,primary,no,1840,no,no,1,sep,3.18,2,92,7,failure,no,0
44635,37,management,married,tertiary,no,1113,no,no,1,sep,4.42,2,183,2,success,yes,1
44637,45,technician,married,secondary,no,814,no,no,1,sep,11.52,2,-1,0,unknown,no,0
44638,65,technician,married,secondary,no,2303,no,no,1,sep,1.58,2,-1,0,unknown,no,0
44639,29,blue-collar,married,secondary,no,3310,no,no,1,sep,6.12,1,91,4,failure,no,0
44640,41,technician,married,secondary,no,11,yes,no,1,sep,2.5,1,-1,0,unknown,no,0
44641,35,management,single,tertiary,no,992,no,yes,1,sep,3.97,1,-1,0,unknown,yes,1
44642,33,admin.,single,tertiary,no,272,yes,no,1,sep,4.88,2,92,3,success,yes,1
44643,75,retired,married,primary,no,1413,no,no,1,sep,8.87,2,188,2,success,yes,1
44645,59,management,married,tertiary,no,4606,no,no,1,sep,3.23,2,189,2,failure,no,0
44646,22,services,single,secondary,no,361,no,no,1,sep,3.87,1,86,6,failure,no,0
44648,28,services,married,secondary,no,4,yes,no,2,sep,0.17,1,-1,0,unknown,no,0
44650,32,student,single,secondary,no,5836,no,no,2,sep,4.68,2,493,2,failure,no,0
44652,33,entrepreneur,single,tertiary,no,1623,yes,no,2,sep,4.85,3,-1,0,unknown,yes,1
44654,27,technician,single,tertiary,no,1075,no,no,2,sep,8.82,2,184,1,success,yes,1
44656,63,other,married,secondary,no,367,no,no,2,sep,2.88,1,182,7,failure,no,0
44658,31,management,single,tertiary,no,1675,no,no,2,sep,1.9,2,363,1,failure,no,0
44659,35,technician,married,secondary,no,294,yes,no,2,sep,1.62,6,79,11,failure,no,0
44660,37,admin.,single,tertiary,no,635,no,no,2,sep,3.97,1,464,2,failure,no,0
44661,21,student,single,secondary,no,357,no,no,2,sep,1.92,3,-1,0,unknown,no,0
44663,25,student,single,secondary,no,2975,no,no,2,sep,13.32,2,-1,0,unknown,yes,1
44664,41,unemployed,single,tertiary,no,7968,no,no,2,sep,6.73,1,184,4,success,yes,1
44665,25,student,single,secondary,no,154,no,no,2,sep,6.37,1,183,3,success,yes,1
44669,88,retired,married,primary,no,648,no,no,3,sep,5.3,1,-1,0,unknown,no,0
44670,27,student,single,tertiary,no,5169,yes,no,3,sep,7.18,1,466,3,success,yes,1
44671,32,management,married,tertiary,no,6138,no,no,3,sep,4.18,3,36,11,success,no,0
44672,40,technician,married,tertiary,no,2627,yes,no,3,sep,4.0,3,-1,0,unknown,no,0
44673,49,admin.,single,tertiary,no,228,yes,no,3,sep,4.2,2,93,2,success,yes,1
44674,39,services,single,secondary,no,91,no,no,3,sep,3.55,1,185,1,success,yes,1
44675,35,admin.,married,secondary,no,1204,no,no,3,sep,13.15,2,-1,0,unknown,no,0
44676,57,retired,married,primary,no,1947,no,no,3,sep,2.1,1,185,7,success,no,0
44677,70,retired,divorced,secondary,no,6850,no,no,3,sep,3.8,1,182,4,failure,no,0
44679,43,technician,married,secondary,no,4945,yes,no,3,sep,3.65,3,185,2,success,yes,1
44680,27,self-employed,single,tertiary,no,560,no,no,3,sep,9.05,9,465,2,failure,no,0
44681,55,other,married,primary,no,159,no,no,4,sep,0.25,1,-1,0,unknown,no,0
44682,41,housemaid,married,primary,no,379,no,yes,4,sep,0.15,1,-1,0,unknown,no,0
44684,22,student,single,secondary,no,249,no,no,5,sep,0.18,1,-1,0,unknown,no,0
44685,51,technician,married,secondary,no,980,no,no,6,sep,1.9,2,-1,0,unknown,no,0
44686,38,management,single,tertiary,no,1027,yes,no,6,sep,6.45,2,188,3,success,no,0
44689,48,management,married,tertiary,no,0,yes,no,6,sep,3.23,2,125,6,failure,yes,1
44691,32,entrepreneur,married,secondary,no,390,no,no,6,sep,7.33,1,280,1,failure,yes,1
44693,39,admin.,married,secondary,no,179,no,no,6,sep,0.6,1,-1,0,unknown,no,0
44694,65,admin.,married,secondary,no,952,no,no,6,sep,4.25,1,96,1,success,yes,1
44695,72,retired,married,secondary,no,1978,no,no,6,sep,5.2,1,-1,0,unknown,yes,1
44700,34,admin.,married,tertiary,no,1636,yes,yes,6,sep,2.27,1,521,2,failure,no,0
44703,37,services,married,secondary,no,52,yes,no,6,sep,15.13,1,185,9,success,yes,1
44704,52,management,married,tertiary,no,2635,no,no,6,sep,5.22,1,108,8,success,no,0
44705,38,entrepreneur,married,tertiary,no,1649,no,yes,6,sep,3.63,2,432,3,success,no,0
44706,33,admin.,married,secondary,no,616,no,no,6,sep,0.58,1,-1,0,unknown,no,0
44707,33,admin.,married,secondary,no,616,no,no,6,sep,4.17,3,-1,0,unknown,yes,1
44708,32,technician,single,secondary,no,1089,no,no,6,sep,2.08,2,-1,0,unknown,no,0
44710,26,admin.,single,tertiary,no,760,yes,no,6,sep,2.73,2,186,7,success,no,0
44711,53,admin.,married,secondary,no,0,no,no,6,sep,5.88,1,655,5,failure,no,0
44713,27,management,single,tertiary,no,592,no,no,7,sep,11.12,1,221,3,failure,no,0
44714,45,other,married,tertiary,no,406,no,no,7,sep,5.23,1,-1,0,unknown,yes,1
44715,27,services,single,secondary,no,44,no,no,7,sep,0.18,1,-1,0,unknown,no,0
44716,65,retired,married,secondary,no,1220,no,no,7,sep,2.12,1,186,2,failure,no,0
44717,37,management,married,tertiary,no,6771,no,no,7,sep,5.62,1,186,1,success,yes,1
44718,31,technician,married,tertiary,no,3192,yes,no,7,sep,2.98,1,186,2,failure,no,0
44719,28,management,single,tertiary,no,890,yes,no,7,sep,3.35,1,-1,0,unknown,yes,1
44720,36,admin.,married,secondary,no,194,yes,yes,7,sep,2.0,3,-1,0,unknown,no,0
44721,26,unemployed,single,secondary,no,4,no,no,7,sep,0.13,1,-1,0,unknown,no,0
44722,43,management,divorced,tertiary,no,2251,no,no,7,sep,5.53,5,-1,0,unknown,no,0
44723,61,retired,married,primary,no,56,no,no,7,sep,4.8,3,-1,0,unknown,yes,1
44725,51,management,single,tertiary,no,151,yes,no,8,sep,10.63,1,427,3,success,yes,1
44726,38,admin.,married,secondary,no,0,yes,no,8,sep,3.5,1,92,3,success,yes,1
44727,31,technician,married,tertiary,no,1570,yes,no,8,sep,3.55,4,184,5,success,no,0
44728,46,admin.,married,secondary,no,0,yes,no,8,sep,2.48,2,187,1,failure,no,0
44729,34,management,divorced,tertiary,no,2240,no,no,8,sep,3.67,2,184,3,success,yes,1
44730,52,management,married,tertiary,no,994,no,no,8,sep,2.12,1,370,4,failure,no,0
44731,60,unemployed,married,secondary,no,957,no,no,8,sep,4.1,1,184,3,success,yes,1
44732,23,student,single,tertiary,no,508,no,no,8,sep,3.5,1,92,1,failure,no,0
44733,24,student,single,secondary,no,689,no,no,8,sep,10.5,1,-1,0,unknown,yes,1
44734,77,retired,married,primary,no,1385,no,no,8,sep,2.67,4,-1,0,unknown,no,0
44735,36,management,married,tertiary,no,2161,no,no,8,sep,11.8,2,183,5,success,yes,1
44736,37,blue-collar,single,secondary,no,292,no,no,8,sep,0.15,1,-1,0,unknown,no,0
44738,80,retired,married,secondary,no,8304,no,no,8,sep,10.1,3,91,13,success,yes,1
44739,37,management,single,tertiary,no,698,no,no,8,sep,18.02,2,-1,0,unknown,yes,1
44740,25,student,single,tertiary,no,20,no,no,8,sep,2.12,2,-1,0,unknown,no,0
44741,33,blue-collar,married,secondary,no,983,no,no,8,sep,0.15,1,-1,0,unknown,no,0
44743,45,management,married,tertiary,no,623,no,no,9,sep,6.75,3,-1,0,unknown,no,0
44744,39,management,married,tertiary,no,494,no,no,9,sep,3.6,1,183,5,success,yes,1
44745,62,retired,married,secondary,no,2801,yes,yes,9,sep,4.35,1,183,1,success,yes,1
44746,84,retired,married,tertiary,no,4761,no,no,9,sep,23.42,1,92,3,failure,yes,1
44747,24,student,single,tertiary,no,834,no,no,9,sep,11.32,1,-1,0,unknown,yes,1
44748,37,unemployed,married,secondary,no,1978,no,no,9,sep,6.73,1,182,1,success,yes,1
44749,24,student,single,secondary,no,139,no,no,9,sep,7.17,4,-1,0,unknown,yes,1
44750,28,management,married,tertiary,no,12,yes,no,9,sep,3.37,1,-1,0,unknown,yes,1
44751,31,management,married,tertiary,no,877,no,no,9,sep,3.48,1,92,8,success,yes,1
44753,40,management,married,tertiary,no,4675,no,no,9,sep,4.38,1,-1,0,unknown,no,0
44754,33,unemployed,single,secondary,no,2066,no,yes,9,sep,5.08,1,749,2,failure,yes,1
44755,33,admin.,single,secondary,no,555,yes,no,9,sep,3.4,1,365,1,success,yes,1
44756,64,retired,married,primary,no,48,no,no,9,sep,2.78,3,92,1,success,yes,1
44757,48,technician,married,primary,no,235,no,no,9,sep,6.43,2,191,3,success,yes,1
44759,28,admin.,married,secondary,no,1595,no,no,9,sep,4.47,1,254,4,success,yes,1
44760,28,student,single,tertiary,no,5741,no,no,10,sep,17.37,5,200,3,failure,yes,1
44761,65,unemployed,divorced,secondary,no,588,no,no,10,sep,1.83,4,186,1,success,no,0
44763,28,management,single,tertiary,no,187,no,no,10,sep,4.25,1,93,2,success,yes,1
44764,39,technician,single,secondary,no,300,no,no,10,sep,5.25,6,394,1,failure,no,0
44765,24,admin.,single,secondary,no,166,no,no,10,sep,4.27,2,-1,0,unknown,yes,1
44766,51,housemaid,divorced,primary,no,127,no,no,13,sep,1.15,1,-1,0,unknown,no,0
44767,83,retired,divorced,primary,no,4565,no,no,13,sep,2.92,2,-1,0,unknown,no,0
44768,39,management,married,tertiary,no,562,no,no,13,sep,5.05,2,-1,0,unknown,no,0
44769,52,unemployed,married,secondary,no,1416,no,no,13,sep,3.63,3,187,3,success,yes,1
44771,47,technician,married,secondary,no,1740,yes,no,13,sep,8.37,1,490,1,failure,no,0
44772,25,student,single,secondary,no,486,no,no,13,sep,4.55,3,199,4,failure,yes,1
44773,31,management,single,tertiary,no,147,no,no,13,sep,1.35,3,96,5,success,no,0
44775,30,technician,single,secondary,no,167,no,no,14,sep,0.15,1,-1,0,unknown,no,0
44777,62,admin.,married,secondary,no,4608,no,no,14,sep,11.77,1,186,1,success,no,0
44778,58,management,married,tertiary,no,0,no,no,14,sep,5.97,2,-1,0,unknown,yes,1
44780,72,admin.,married,primary,no,2321,no,no,14,sep,3.68,2,64,12,failure,yes,1
44781,62,retired,married,tertiary,no,2557,yes,no,14,sep,3.52,1,216,7,success,yes,1
44783,41,admin.,married,secondary,no,3138,no,no,14,sep,6.82,1,398,1,failure,yes,1
44784,28,management,single,tertiary,no,1720,no,no,14,sep,3.83,1,91,4,success,yes,1
44786,68,retired,divorced,primary,no,2027,no,no,14,sep,6.73,2,91,4,success,yes,1
44788,75,retired,married,primary,no,1765,no,no,14,sep,13.47,1,187,4,failure,yes,1
44791,74,retired,married,tertiary,no,1843,no,no,15,sep,4.18,2,184,3,success,yes,1
44792,40,entrepreneur,married,tertiary,no,3585,no,no,15,sep,8.43,3,-1,0,unknown,yes,1
44793,35,blue-collar,married,secondary,no,262,no,no,15,sep,5.52,1,75,6,failure,yes,1
44794,88,retired,married,secondary,no,433,no,no,15,sep,2.68,1,274,1,failure,no,0
44795,49,management,married,tertiary,no,1093,yes,yes,15,sep,5.27,1,246,4,success,yes,1
44797,63,admin.,divorced,secondary,no,4680,no,no,15,sep,15.88,2,-1,0,unknown,yes,1
44798,38,management,married,tertiary,no,1477,no,no,15,sep,6.42,3,769,2,failure,yes,1
44799,43,blue-collar,married,primary,no,445,yes,no,15,sep,2.88,1,-1,0,unknown,no,0
44800,72,retired,married,tertiary,no,3561,no,no,15,sep,8.52,3,184,7,success,yes,1
44801,24,student,single,secondary,no,8165,no,no,15,sep,3.6,1,-1,0,unknown,yes,1
44802,31,management,single,tertiary,no,3340,no,no,15,sep,3.55,2,469,3,success,yes,1
44803,30,technician,single,tertiary,no,0,no,no,15,sep,3.57,2,-1,0,unknown,no,0
44805,24,unemployed,single,secondary,no,119,no,no,15,sep,0.85,1,-1,0,unknown,no,0
44806,74,retired,divorced,primary,no,2308,no,no,16,sep,4.18,2,535,2,success,no,0
44807,33,blue-collar,single,primary,no,611,no,no,16,sep,6.5,2,-1,0,unknown,yes,1
44808,36,technician,married,tertiary,no,376,no,no,16,sep,2.88,1,-1,0,unknown,yes,1
44809,49,technician,married,tertiary,no,1071,no,no,16,sep,3.75,1,91,1,success,yes,1
44810,29,management,married,tertiary,no,247,no,no,16,sep,2.38,2,587,3,failure,yes,1
44811,39,admin.,divorced,secondary,no,112,no,no,16,sep,9.57,3,-1,0,unknown,yes,1
44812,75,retired,divorced,primary,no,852,no,no,16,sep,3.8,1,185,1,failure,no,0
44813,78,retired,divorced,primary,no,527,no,no,16,sep,3.22,1,-1,0,unknown,yes,1
44815,60,retired,married,secondary,no,975,no,no,16,sep,5.05,1,792,1,failure,yes,1
44817,26,student,single,secondary,no,655,no,no,16,sep,3.17,1,-1,0,unknown,yes,1
44820,23,self-employed,single,tertiary,no,780,no,no,16,sep,6.55,1,183,3,success,yes,1
44824,28,admin.,single,secondary,no,127,no,no,16,sep,22.23,2,-1,0,unknown,yes,1
44825,66,retired,married,primary,no,388,no,no,17,sep,2.53,2,-1,0,unknown,no,0
44827,31,student,single,tertiary,no,4951,no,no,17,sep,4.75,3,81,3,failure,yes,1
44828,34,management,married,tertiary,no,3301,yes,no,17,sep,2.73,5,92,6,success,yes,1
44829,37,management,divorced,tertiary,no,488,yes,no,17,sep,5.47,1,854,2,failure,yes,1
44830,81,retired,married,primary,no,1154,no,no,17,sep,3.85,1,-1,0,unknown,yes,1
44831,46,management,divorced,tertiary,no,624,no,no,17,sep,5.6,2,183,2,success,yes,1
44832,28,admin.,married,secondary,no,242,yes,no,17,sep,0.78,1,779,12,failure,no,0
44833,33,blue-collar,married,secondary,no,889,yes,no,18,sep,0.22,1,373,6,success,no,0
44834,37,management,married,tertiary,no,257,no,no,20,sep,0.18,1,-1,0,unknown,no,0
44835,46,services,married,primary,no,4343,yes,no,20,sep,3.08,1,-1,0,unknown,yes,1
44836,33,blue-collar,married,primary,no,-195,no,no,20,sep,0.15,1,-1,0,unknown,no,0
44837,35,management,single,tertiary,no,151,no,no,20,sep,0.18,1,850,2,failure,no,0
44838,32,blue-collar,single,secondary,no,427,no,no,20,sep,0.18,1,-1,0,unknown,no,0
44839,26,management,single,tertiary,no,1,no,no,21,sep,0.1,1,-1,0,unknown,no,0
44841,35,student,single,secondary,no,278,no,no,21,sep,1.4,1,-1,0,unknown,no,0
44842,31,student,single,secondary,no,0,no,no,22,sep,2.88,1,-1,0,unknown,no,0
44843,44,management,divorced,tertiary,no,2367,no,no,22,sep,4.38,1,184,6,success,yes,1
44844,23,technician,single,secondary,no,283,yes,no,22,sep,2.92,1,184,2,success,yes,1
44845,40,entrepreneur,married,secondary,no,6403,no,no,22,sep,3.47,2,-1,0,unknown,yes,1
44846,41,technician,married,secondary,no,1819,no,no,22,sep,6.62,1,371,3,failure,yes,1
44847,27,management,married,tertiary,no,802,no,no,22,sep,9.48,1,-1,0,unknown,yes,1
44848,45,admin.,single,secondary,no,375,no,yes,22,sep,0.17,1,594,6,failure,no,0
44849,70,retired,married,primary,no,3782,no,no,22,sep,11.73,2,190,1,failure,no,0
44850,36,management,single,tertiary,no,5958,yes,no,22,sep,2.58,1,184,1,success,yes,1
44851,60,admin.,married,secondary,no,3735,no,no,22,sep,3.05,1,184,11,success,yes,1
44852,55,management,married,secondary,no,2693,no,no,22,sep,3.03,1,184,7,success,yes,1
